Gender,Marital Status,Age,Education,Income,Occupation,Settlement Size
0,1,47,2,168537,1,2
1,1,56,3,212535,1,2
0,0,31,1,90065,0,0
1,1,46,3,164911,1,2
1,0,30,0,86345,0,1
1,0,29,1,81565,0,0
1,1,40,2,131552,1,2
0,0,31,0,90199,0,1
0,0,39,1,126994,0,1
1,1,41,1,137466,1,2
1,0,36,1,115071,0,1
1,1,62,2,239781,1,2
1,1,47,2,168439,1,0
1,1,55,2,207409,2,0
1,1,39,2,128864,1,0
1,1,43,1,146861,1,2
0,0,39,1,127352,0,0
0,0,41,0,136509,0,0
0,0,26,1,64012,0,0
0,0,26,1,62948,0,0
0,1,47,2,165927,1,2
1,1,47,2,169042,1,2
0,0,32,1,94536,0,0
1,1,50,2,184403,1,0
1,1,42,3,143313,1,2
0,0,32,1,92868,0,0
0,0,30,0,84673,0,0
0,0,45,1,159370,0,0
1,1,44,1,153060,1,2
1,1,61,3,238270,1,2
1,1,43,3,149610,1,2
0,1,49,2,175538,1,0
0,1,33,2,100408,2,2
1,0,33,0,100571,0,0
1,1,48,2,172643,2,2
0,1,52,3,191549,1,2
0,0,34,1,103350,0,0
0,0,30,1,86154,0,0
1,1,33,2,100586,2,2
0,0,47,1,169722,0,0
0,0,38,1,125509,0,0
1,0,38,0,123011,0,0
1,1,70,2,278964,1,0
1,1,46,2,164752,1,2
1,0,35,1,109747,0,0
1,1,46,2,164695,2,2
1,1,55,3,207891,1,2
1,0,36,0,111815,0,0
1,1,46,2,160631,1,2
1,1,41,2,140396,2,2
1,1,41,2,138254,1,2
1,0,34,1,106067,0,0
1,1,46,2,163046,1,2
0,0,26,1,64423,0,0
1,1,43,3,150478,1,0
1,1,42,3,144149,1,0
1,1,43,2,148125,1,0
0,0,27,1,69259,0,0
0,1,52,2,194237,2,2
0,0,33,1,101265,0,0
1,1,53,2,195821,1,2
1,0,33,1,101662,0,0
1,1,53,2,195170,2,2
1,1,40,2,133321,1,2
0,0,24,1,55466,0,0
1,1,51,2,187117,1,2
1,1,39,2,129801,1,2
1,1,46,0,162930,0,0
1,0,36,1,113417,0,0
0,1,34,2,105209,1,1
1,1,40,2,133825,1,2
1,1,57,2,216653,1,0
1,1,61,2,237105,2,2
0,0,26,1,67285,0,0
1,1,46,2,164940,1,2
1,1,55,2,206503,1,0
1,1,39,2,128526,1,2
0,0,52,1,190397,0,0
1,0,30,1,85761,0,0
1,1,58,2,222655,1,2
1,1,46,3,164837,2,2
0,0,32,1,92955,0,0
0,0,32,1,92107,0,0
1,1,48,2,170462,1,2
0,0,29,1,79423,0,0
1,1,57,2,217349,1,2
1,1,57,3,218591,1,0
1,0,37,1,116881,0,1
1,1,47,2,167423,1,2
0,0,46,1,163901,0,0
0,1,41,2,140111,1,2
0,0,33,1,100267,0,0
0,0,37,0,116989,0,0
1,0,38,1,122424,0,0
1,1,34,1,103556,1,1
1,0,29,1,77495,0,0
1,1,52,2,193624,2,0
0,0,38,0,124568,0,0
0,0,40,1,133476,0,0
0,0,36,1,113139,0,0
1,1,54,2,200299,2,2
1,0,36,1,116015,0,0
1,1,45,2,160103,1,2
1,1,56,3,211071,1,2
0,0,29,1,80008,0,0
0,0,24,0,56459,0,1
0,0,34,1,105276,0,0
1,1,37,2,118960,1,0
0,0,31,1,91600,0,0
1,1,36,1,112749,1,1
0,1,38,2,125608,1,0
1,1,44,2,154228,1,2
1,1,60,2,228940,1,2
0,0,45,1,158036,0,0
1,1,45,3,158919,1,2
0,0,36,1,114716,0,0
0,0,34,1,103604,0,0
1,1,36,2,113564,2,2
1,1,46,2,160541,2,2
1,1,52,2,192101,1,2
0,0,29,0,80358,0,0
0,0,28,1,76502,0,1
1,1,43,1,148681,2,2
0,0,35,1,108646,0,0
1,0,32,1,95905,0,0
1,1,49,2,177856,2,2
1,1,57,2,216882,2,2
0,0,37,1,118915,0,0
0,0,29,0,80651,0,0
1,0,40,1,133052,0,0
1,1,44,2,151687,1,2
1,1,38,2,125648,2,2
1,1,37,2,118685,1,2
0,0,41,1,137270,0,0
1,0,36,0,115780,0,0
1,0,34,1,104786,0,1
0,1,52,2,193711,1,2
1,1,59,2,226321,1,2
1,1,43,2,148247,2,2
0,0,35,0,106796,0,0
1,1,56,2,210198,1,2
1,1,37,2,118418,1,2
1,1,49,2,176011,1,2
1,1,47,2,169140,1,2
1,0,33,1,97168,0,0
0,0,31,1,91307,0,0
1,0,35,1,110674,0,0
0,0,33,1,97865,0,0
1,1,40,2,132901,1,2
0,0,28,1,76445,0,0
0,0,23,1,50679,0,0
1,1,37,2,120799,1,2
0,0,30,1,86346,0,0
1,1,43,2,148393,1,2
1,1,50,2,184628,1,2
1,1,51,2,188315,1,0
1,1,39,2,126952,1,2
1,1,56,2,209998,2,2
1,0,34,0,104331,0,0
1,1,70,2,280063,1,0
1,1,42,2,145306,2,2
1,1,37,2,119609,1,2
1,0,33,1,97309,0,0
1,1,43,2,150287,2,2
0,0,32,1,95721,0,0
1,1,58,1,221201,1,2
0,1,48,2,172423,1,0
0,0,34,1,106094,0,1
1,1,58,2,222555,2,2
0,1,41,2,138404,1,2
1,1,50,2,182615,1,2
0,1,43,2,149761,1,0
0,0,29,1,78312,0,0
0,0,32,1,96699,0,0
1,1,51,2,187973,2,2
1,0,37,1,120873,0,0
0,0,31,1,89095,0,0
1,1,51,1,186793,1,2
1,1,53,3,194655,2,2
1,1,53,1,196005,1,2
1,1,49,2,179641,1,2
1,0,34,0,102348,0,0
0,1,42,2,142747,1,2
1,1,51,2,185213,1,2
1,1,62,2,240734,2,2
1,1,40,3,131798,1,0
0,0,33,0,98307,0,0
0,0,34,1,103667,0,0
0,0,35,1,108617,0,0
0,0,26,1,63581,0,0
1,1,50,1,183787,2,2
1,1,50,2,182726,1,2
1,0,33,1,98472,0,0
1,1,45,2,157477,1,2
0,0,38,0,125262,0,0
1,0,34,1,101993,0,1
0,0,42,0,142929,0,0
1,1,44,2,154551,1,2
0,0,40,1,134160,0,0
1,1,43,2,147969,1,2
1,0,31,1,90538,0,0
0,0,39,1,128655,0,0
1,1,58,3,221141,1,2
1,1,41,3,138320,2,2
1,1,62,2,239461,2,2
1,0,45,1,157620,0,0
1,0,32,1,93393,0,0
1,1,42,3,142308,1,0
1,1,43,2,146106,2,2
1,0,20,1,37350,0,0
0,1,47,2,166817,2,2
1,1,48,2,171485,1,2
0,0,36,1,111659,0,0
1,1,48,2,171427,1,2
1,0,34,1,105192,0,0
0,0,33,0,97855,0,0
1,1,51,2,186187,1,2
1,1,49,2,177321,2,0
1,1,58,2,221569,1,2
1,1,50,2,181533,1,2
1,1,35,2,110140,1,2
1,1,52,2,194279,2,2
1,1,39,2,129270,1,2
1,0,30,0,85314,0,0
0,0,31,1,89249,0,0
1,0,38,0,125577,0,0
0,0,33,1,99978,0,0
1,1,48,2,174939,1,0
1,1,48,1,170803,1,2
0,0,35,0,108379,0,0
1,1,56,2,212810,1,2
1,1,53,3,199032,1,2
0,0,28,1,76837,0,0
0,0,31,1,87636,0,0
0,0,32,1,93648,0,0
1,1,57,3,214290,1,2
0,0,32,1,96287,0,1
1,1,53,3,198907,1,2
1,1,46,2,160765,1,2
0,0,37,1,119959,0,0
1,0,31,1,91026,0,0
0,0,36,1,112974,0,0
1,1,42,2,140944,1,2
0,0,40,1,131231,0,0
0,0,33,1,97294,0,0
0,0,39,1,129389,0,0
1,0,42,1,142704,0,0
1,1,63,1,247932,1,0
1,1,41,1,140136,2,2
1,0,40,1,135081,1,0
1,1,50,2,182715,1,2
0,1,51,2,188844,1,2
0,0,34,1,104095,0,0
0,0,35,1,109494,0,1
0,0,37,1,116546,0,0
1,1,38,3,124275,1,2
0,0,26,1,67141,0,0
0,0,38,1,122094,0,0
0,1,53,3,196866,1,2
1,1,44,2,153745,1,0
1,1,35,3,111010,1,2
1,1,58,2,223282,1,2
1,0,34,1,101992,0,0
1,1,48,3,173799,1,2
0,1,49,2,179301,2,2
0,0,36,0,115081,0,0
1,1,40,2,131418,2,2
0,0,39,1,128425,0,0
1,1,56,2,210879,1,2
0,0,33,0,100016,0,0
1,1,48,2,172343,1,2
1,1,45,2,157528,2,0
1,1,53,2,198647,1,2
1,1,49,2,175551,1,0
1,0,33,0,98859,0,0
1,1,48,2,172306,1,2
0,1,50,2,180650,1,2
0,0,31,1,90046,0,0
1,1,51,2,189221,1,2
1,0,30,1,86432,0,0
0,0,46,0,163071,0,0
0,0,30,1,86701,0,0
0,1,53,1,196587,1,0
1,1,42,2,144598,1,0
1,1,46,1,164109,1,2
0,0,46,1,162224,0,0
1,1,55,3,208482,1,2
1,1,51,2,186732,1,2
0,0,30,1,83902,0,0
0,1,47,2,165331,1,2
1,1,45,2,159270,1,2
1,1,56,2,213494,1,0
0,0,34,1,102373,0,0
1,1,39,2,129447,2,2
0,0,28,1,74007,0,0
1,1,49,2,177651,1,2
1,0,37,1,118239,0,0
0,0,38,1,124636,0,0
0,0,32,1,93517,0,0
1,1,33,3,101562,1,0
1,0,41,1,140650,0,0
1,1,49,3,179433,2,2
0,0,29,1,79347,0,0
1,1,46,2,163019,1,2
0,0,42,1,142187,0,0
1,1,46,2,161592,1,2
1,0,40,1,131208,0,0
1,1,57,2,216191,2,2
0,0,34,1,106418,0,0
1,0,32,1,96579,0,0
1,0,33,0,98996,0,0
1,0,33,1,97063,0,0
0,0,26,1,67009,0,0
0,0,35,1,109159,0,0
1,1,61,2,234493,2,2
0,0,34,1,102783,0,0
1,1,46,2,161306,1,2
1,1,52,2,192069,1,2
0,0,40,1,132129,0,0
1,1,48,3,173654,2,0
1,1,47,2,165849,1,2
1,0,42,1,142213,0,0
1,0,31,1,90699,0,0
1,1,40,2,134541,1,2
1,1,42,3,143978,1,2
1,1,58,2,219173,2,0
0,0,28,1,76116,0,0
1,0,38,0,125630,0,0
0,0,37,1,121196,0,0
0,1,43,2,147560,1,2
1,1,51,3,186896,1,2
1,1,43,3,149478,2,2
0,1,53,2,198176,1,2
0,0,25,1,61055,0,0
0,1,58,2,221546,1,0
0,0,30,1,87043,0,0
1,1,47,1,168861,1,0
1,1,56,2,209518,1,2
1,1,52,2,193018,1,2
1,1,45,2,156328,1,2
1,1,48,2,172632,1,0
1,1,45,2,157514,2,2
1,0,29,1,81426,0,0
0,1,40,1,134907,1,2
0,0,27,1,69635,0,0
1,1,48,2,172380,1,2
1,1,40,2,134935,1,2
0,0,24,1,56404,1,0
1,1,49,2,175415,1,2
1,1,44,2,151594,1,2
1,1,56,2,214058,1,2
0,0,46,1,163698,0,0
1,0,30,1,86745,0,0
1,1,48,2,174540,1,2
0,0,43,1,147117,0,0
1,1,49,2,176505,2,0
0,0,41,0,138651,0,0
0,0,28,0,75221,0,0
0,0,35,1,110566,0,0
0,0,38,1,122991,0,1
0,1,55,2,204595,1,2
1,1,47,1,167263,1,2
1,1,55,2,208721,1,2
1,0,43,1,146827,0,0
0,0,30,1,83471,0,0
0,1,49,1,178414,1,2
0,0,35,0,108253,0,0
1,1,62,3,240257,1,2
1,0,40,1,134030,0,1
0,0,44,1,152103,0,1
0,0,44,1,150961,0,0
1,1,53,3,198327,1,2
0,0,34,1,102423,0,0
1,1,54,2,202846,1,2
0,0,41,0,140728,0,0
0,0,20,1,37234,0,0
0,0,40,1,133110,0,0
0,0,33,0,99114,0,0
1,1,41,3,137128,1,2
1,0,39,0,129269,0,0
1,0,41,1,139053,0,0
1,1,30,2,85596,1,1
1,0,29,1,81329,0,0
0,1,50,2,181600,2,2
1,1,34,3,104108,2,2
1,1,36,2,115227,1,2
1,1,47,1,165652,1,0
1,0,37,1,120187,0,0
1,0,29,1,80462,0,0
0,1,38,2,125228,1,2
1,0,28,1,76368,0,0
0,1,57,2,215910,1,2
0,0,35,1,108937,0,0
1,1,42,2,144639,1,2
1,1,35,3,107383,1,0
1,0,27,1,71383,0,0
1,1,45,2,157661,1,2
0,0,35,1,109094,0,0
0,0,35,0,110696,0,0
1,0,36,1,115713,0,0
0,0,37,1,118862,0,0
1,1,45,2,156021,1,2
1,1,40,2,133788,1,2
0,1,45,2,159549,1,2
1,0,30,1,85766,0,0
1,1,48,3,172288,1,0
0,0,24,1,57651,0,0
1,1,54,3,202264,1,0
0,1,43,2,149169,1,2
1,1,54,2,202240,1,2
1,1,56,2,209693,1,2
1,1,40,3,135226,1,2
0,0,34,1,103916,0,0
1,1,45,2,159882,1,0
1,0,35,1,109693,0,0
1,0,39,1,127968,0,0
1,1,57,2,215324,1,2
1,1,37,2,117443,1,2
0,0,37,0,118582,0,0
0,0,33,1,99629,0,0
1,1,45,2,157166,1,2
1,1,43,2,150527,1,2
1,0,24,1,57305,0,0
0,0,38,1,123147,0,0
0,0,29,0,80302,0,0
1,1,47,2,167363,2,2
1,0,44,1,153642,0,0
1,1,46,2,163128,1,0
1,1,51,1,186105,1,2
0,0,32,1,93273,0,0
1,1,48,1,170242,1,2
0,0,20,1,36035,0,0
0,0,33,1,98058,0,0
0,0,34,0,103889,0,1
1,0,33,1,97573,0,0
0,1,40,2,135736,1,2
0,0,31,1,87368,0,0
0,0,26,1,66651,0,0
0,0,39,1,129853,0,0
1,0,34,1,101970,0,0
1,1,53,2,199269,1,2
0,0,37,0,116941,0,0
1,1,52,2,192883,1,2
1,1,37,2,121088,1,2
0,1,51,3,186035,2,2
0,0,25,1,58380,0,0
1,0,34,1,104887,0,0
0,0,37,1,119614,0,1
1,1,34,2,104224,2,2
1,0,29,1,81424,0,0
1,1,60,2,231069,1,2
1,0,32,1,93317,0,0
0,0,35,0,107999,0,0
1,1,41,2,139209,1,2
1,1,65,1,255647,1,2
1,1,51,2,187619,2,2
1,1,53,2,197939,1,2
0,0,32,1,92481,0,0
1,1,49,2,178310,1,2
1,0,36,1,113306,0,0
0,1,58,2,221151,1,2
0,1,47,2,168295,1,2
1,1,53,2,199011,2,2
0,0,37,1,120864,0,0
0,0,33,1,101738,0,1
0,0,23,1,52059,0,0
1,1,51,2,185245,1,2
1,0,28,0,76779,0,0
1,0,25,1,61634,0,0
0,0,41,0,139780,0,0
1,1,37,2,118151,2,2
0,0,36,1,114894,0,0
1,1,51,2,186015,1,2
1,1,47,2,169048,1,2
1,1,42,2,141550,1,2
1,1,51,2,188248,1,0
0,0,26,1,64035,0,0
1,0,34,1,102017,0,0
1,0,31,1,89130,0,0
1,0,31,1,89816,0,0
1,1,47,2,166213,1,2
0,0,23,1,48290,0,0
0,0,31,0,88568,0,0
1,0,32,0,96313,0,0
1,1,53,1,196326,1,2
1,0,30,1,85491,0,0
0,0,31,1,91173,0,0
1,0,29,0,81184,0,0
1,1,60,2,230827,2,0
1,1,50,2,182624,1,2
1,1,44,3,152336,1,2
1,1,42,2,142692,1,2
1,1,46,3,160549,1,0
1,1,34,2,106475,2,2
0,0,35,0,107404,0,0
1,1,55,2,206278,1,2
1,1,46,3,162658,1,2
0,0,34,1,102364,0,0
1,0,43,1,147077,0,0
1,1,42,2,141488,2,2
1,1,47,1,166980,1,0
1,0,32,1,92603,0,0
1,1,46,2,162652,1,2
1,0,37,1,120214,0,0
1,1,39,2,130020,1,2
0,0,29,1,81778,0,0
1,0,41,1,138798,0,0
0,0,43,1,147495,1,0
0,0,36,1,113082,0,0
1,0,33,1,98478,0,0
1,0,35,1,110718,0,0
0,0,27,1,68789,0,0
1,1,45,2,155816,2,2
0,0,33,1,98476,0,0
1,1,45,3,155956,1,2
1,1,43,2,150165,1,2
1,0,42,0,142083,0,0
1,0,29,1,81445,0,0
1,0,35,1,110085,0,1
0,0,33,1,100503,0,0
1,1,55,2,204556,1,2
1,1,59,2,224506,1,2
0,0,24,1,57137,0,0
1,0,43,1,146291,0,0
1,1,61,2,234455,1,2
0,0,37,1,116777,0,0
0,0,30,1,84746,0,0
0,0,26,0,63789,0,0
1,1,49,2,175291,1,2
1,1,39,1,129042,2,2
1,1,55,1,206953,1,2
1,0,42,0,141791,0,0
1,1,56,3,209938,1,0
0,1,45,1,160284,1,0
1,1,46,2,164101,1,2
1,1,50,2,181410,2,2
1,1,53,2,194923,1,2
1,0,34,1,104943,0,0
1,0,28,1,74041,0,0
0,0,33,1,97195,0,0
0,1,52,2,189875,1,2
1,0,32,0,92963,0,0
0,0,36,1,114466,0,0
1,1,37,2,117508,1,2
0,1,42,2,141082,1,2
0,0,40,1,131832,0,0
0,0,34,0,103225,0,0
1,1,76,2,309364,2,2
1,0,39,0,126498,0,0
1,1,53,3,197921,1,2
0,0,29,1,81932,0,1
1,0,32,0,96081,0,0
1,1,49,2,177190,1,0
1,1,50,3,183006,1,0
0,1,36,2,113973,1,2
0,1,56,3,209678,2,2
0,1,37,2,118725,1,2
0,1,40,2,132841,1,2
1,0,30,1,84219,0,0
1,1,48,2,173499,1,2
1,0,27,1,72125,0,0
1,1,54,3,202893,1,2
0,0,28,1,73541,0,0
1,1,50,2,181751,2,2
1,1,44,2,152027,1,0
0,0,28,0,73954,0,0
0,0,39,1,129194,0,0
0,0,28,1,72837,0,1
1,0,34,1,102663,0,0
1,1,49,2,178408,2,2
1,1,42,2,143926,1,2
0,0,23,1,50704,0,0
0,1,50,2,181860,1,2
1,1,50,3,183809,1,2
0,0,37,1,121052,0,0
1,1,56,2,210199,2,2
0,0,39,1,127745,0,0
1,1,62,2,240386,1,0
1,0,31,0,90387,0,0
0,0,35,0,107261,0,0
1,1,62,3,238909,2,2
1,1,44,3,150631,1,2
1,0,34,1,105307,0,1
1,1,43,2,146243,1,2
1,0,37,0,117994,0,0
0,0,46,1,163219,0,0
0,1,48,3,172873,1,2
1,1,47,2,169563,1,2
1,1,40,2,131816,2,2
1,1,51,2,189462,1,2
1,1,46,2,160831,1,2
1,1,43,2,147470,1,2
1,1,44,1,155228,1,0
1,1,38,2,123671,1,2
1,0,29,1,79943,0,0
1,1,43,2,150475,2,0
1,1,41,2,137430,1,2
1,1,44,2,152463,1,2
1,0,42,1,143754,0,0
1,0,46,1,161611,0,0
0,0,34,1,103073,0,0
1,0,27,1,71339,0,0
0,0,30,1,85958,0,0
0,1,52,2,190373,2,2
1,0,27,1,67896,0,0
0,0,30,1,86059,0,0
1,1,51,2,186972,1,2
1,1,44,2,152358,1,2
0,1,49,2,178474,1,2
1,1,44,3,155228,1,2
0,0,29,1,78211,0,0
1,0,37,1,119663,0,0
1,0,41,1,137422,0,0
0,0,30,1,82686,0,0
1,1,57,2,218963,1,2
1,0,30,1,83973,0,0
1,1,58,1,223610,2,2
1,0,31,0,89259,0,0
1,0,34,1,106621,0,0
1,1,51,3,187744,1,2
0,0,29,0,80518,0,0
0,0,36,1,111935,0,0
0,0,40,1,133897,0,0
0,1,49,2,178781,1,2
0,0,42,1,142742,0,0
1,1,47,2,168687,1,0
1,1,35,2,109482,1,2
1,0,28,1,76158,0,0
0,0,40,1,132956,0,0
0,0,29,1,80530,0,0
1,1,48,3,172194,1,2
0,0,34,1,102880,0,0
1,1,57,2,215408,2,2
1,1,53,2,194880,1,2
0,0,31,0,88771,0,0
0,0,33,0,100943,0,0
1,1,57,2,214173,1,2
1,0,36,1,112719,0,0
0,0,37,1,118064,0,0
0,0,27,1,71996,0,0
1,0,35,1,108762,0,0
0,0,30,1,86330,0,0
1,1,52,2,193044,2,2
1,0,31,1,88863,0,0
1,1,48,2,172717,1,2
0,1,50,2,184703,1,2
0,0,36,1,113058,0,0
0,0,28,1,75617,0,0
1,1,43,2,149394,1,2
1,0,39,0,126831,0,0
1,0,22,1,44069,0,1
1,1,43,3,150256,2,2
1,0,25,1,59316,0,0
0,0,34,1,102508,0,0
0,0,30,0,84802,0,0
1,1,58,3,222043,1,2
1,1,46,3,163155,1,2
1,1,49,2,177166,1,2
1,1,52,2,190301,1,2
1,0,29,1,79332,0,0
1,0,39,1,128340,0,0
0,0,37,1,116757,0,0
1,1,50,3,183325,1,2
1,0,41,1,139670,0,0
0,0,36,1,113421,0,0
1,0,30,1,85418,0,0
0,0,37,1,120175,0,0
1,0,30,0,82888,0,0
0,0,40,0,131855,0,0
0,0,28,1,74137,0,0
0,0,33,1,101028,0,0
0,0,33,0,100765,0,0
0,0,22,1,44436,0,0
0,0,30,1,86614,0,0
1,0,39,1,126807,0,0
1,1,51,2,188531,1,2
1,1,40,3,133300,1,2
1,0,33,1,98748,0,0
1,0,21,1,41624,0,0
0,0,31,1,91784,0,0
1,0,35,1,107822,0,0
0,0,34,1,106021,0,1
0,0,39,1,126641,0,0
0,1,46,2,165088,1,2
0,1,48,1,173107,1,0
1,1,45,2,157075,1,2
0,0,33,0,98228,0,0
1,1,39,2,130815,1,2
1,1,50,2,183730,1,2
1,1,57,2,214512,2,0
0,1,53,2,196737,2,2
0,0,33,0,100026,0,0
1,0,36,0,114588,0,1
0,1,48,2,170656,1,0
1,1,46,3,164857,1,2
1,1,53,2,198807,1,2
0,0,31,1,88977,0,0
0,0,34,1,104719,0,0
1,1,52,2,194200,1,2
1,1,46,2,160921,1,2
1,1,49,2,177656,2,2
1,1,53,2,198338,1,2
1,1,43,2,149466,1,2
0,1,60,2,231477,1,2
1,1,46,2,160912,1,2
0,0,35,0,107190,0,0
1,1,51,2,187181,2,2
0,0,28,1,73785,0,0
1,1,37,3,117942,2,0
1,1,45,3,159871,2,0
1,1,55,2,206988,1,2
1,1,43,2,148843,2,2
0,0,52,1,191319,0,0
1,1,56,1,212259,2,2
1,1,49,2,177017,1,2
1,0,28,1,76554,0,0
1,1,43,2,147801,1,2
1,1,40,3,132789,1,2
1,1,54,2,203599,1,2
1,1,42,2,145006,1,2
1,1,44,3,155424,1,2
1,1,59,2,226777,2,2
1,1,39,2,128453,1,2
1,1,46,2,161543,1,0
0,0,36,1,116422,0,0
0,0,36,1,116210,0,0
1,1,43,3,146127,1,2
0,0,36,1,116075,0,0
1,0,31,1,90020,0,0
1,1,49,2,175171,1,2
0,0,36,1,111585,0,0
1,0,33,1,100574,0,0
1,1,46,2,163038,1,0
1,1,49,2,176192,1,0
1,0,25,1,61564,0,0
1,0,30,1,86603,0,0
1,1,64,2,249882,2,0
1,1,54,3,199978,1,2
0,0,26,1,64037,0,0
0,0,38,1,122267,0,0
0,0,25,1,60790,0,0
1,1,43,1,146580,1,2
0,0,28,1,72735,0,0
1,1,71,2,286723,1,2
1,1,42,1,141340,1,2
1,1,47,2,169740,2,2
0,0,38,0,121875,0,0
0,0,27,0,67880,0,0
1,1,56,2,213852,1,0
1,0,23,1,51149,0,0
1,0,45,0,156778,0,0
1,0,30,1,84577,0,0
0,0,30,1,86517,0,1
0,0,44,1,153462,0,0
0,0,34,1,103280,0,0
0,1,41,2,140792,1,2
1,0,24,1,54285,0,0
0,0,36,1,112982,0,0
1,1,42,1,144266,1,2
0,0,40,1,135205,0,0
0,1,50,2,184544,2,2
1,0,41,1,138597,0,0
0,0,30,1,84475,0,0
1,1,39,2,130647,1,2
1,0,37,1,116603,0,0
0,0,33,0,98745,0,0
1,0,33,1,100628,0,0
1,1,54,3,203566,1,2
1,0,37,1,118836,0,0
0,0,37,1,121284,0,1
1,1,47,2,167851,1,2
1,1,63,3,244567,1,2
1,0,39,1,130335,0,0
1,1,40,3,133416,2,2
1,1,53,2,197116,1,2
0,0,31,1,88539,0,0
1,1,43,2,149455,2,2
1,1,55,2,206461,1,2
1,0,37,1,118295,0,0
1,0,44,1,150979,0,0
1,0,36,1,114295,0,0
1,1,46,2,162304,1,0
0,0,38,0,124555,0,0
0,0,48,1,174636,0,0
1,0,33,0,99331,0,0
0,0,27,1,68816,0,0
1,1,51,2,189615,1,0
1,0,26,1,66644,0,0
0,0,28,1,77062,0,0
0,0,35,1,111186,0,0
1,1,47,2,167851,1,0
0,0,37,1,116580,0,0
0,0,37,0,118303,0,0
0,0,33,0,99261,0,0
1,0,32,1,94351,0,0
0,0,35,1,107498,0,0
0,0,37,1,116427,0,0
0,0,38,0,121829,0,0
0,0,44,1,152737,0,0
1,1,45,2,160066,1,2
0,0,26,1,65292,0,0
0,0,38,1,122485,0,0
1,0,35,1,111499,0,0
1,0,38,1,123209,0,0
1,1,51,2,189624,2,2
1,1,40,2,134033,2,2
1,1,40,2,135237,2,2
0,0,32,1,95497,0,0
1,0,31,1,87576,0,0
1,1,55,2,204502,1,2
0,0,47,1,166280,0,0
1,1,48,2,174373,1,2
1,1,54,2,201306,1,2
0,0,35,0,107073,0,0
1,1,54,2,200971,1,2
0,0,39,1,129540,0,0
1,1,40,2,133175,1,2
0,0,33,1,97174,0,0
0,1,53,2,198185,1,2
1,0,31,1,89298,0,0
1,1,45,2,156840,1,2
1,1,41,3,136161,2,2
0,0,34,1,103177,0,0
1,0,37,1,120014,0,0
0,0,49,1,176264,0,0
1,1,48,2,172008,1,2
0,0,39,1,126541,0,0
0,0,43,1,147222,0,0
1,0,31,1,89793,0,0
1,1,41,2,139693,1,2
1,1,46,2,160476,2,2
1,0,33,0,97764,0,0
0,0,39,1,128913,0,0
1,1,50,2,181694,1,2
1,1,57,2,216759,1,2
0,0,44,1,154439,0,0
1,1,54,2,200001,1,2
0,0,39,1,130241,0,0
1,1,52,2,192599,1,2
0,0,29,1,80497,0,0
0,0,33,1,98661,0,0
1,1,45,2,158990,1,2
0,0,37,0,116479,0,0
0,0,32,1,92840,0,0
0,0,39,1,128119,0,0
1,1,44,2,152900,1,2
1,0,25,1,58185,0,0
1,1,43,2,148774,1,2
0,0,33,1,96893,0,0
0,1,44,2,152520,2,2
1,1,52,2,192322,1,0
0,0,28,1,72730,0,0
1,1,47,2,169572,1,0
1,0,29,1,77668,0,0
1,0,28,1,77113,0,0
1,1,57,2,217167,1,2
0,0,31,1,88614,0,0
1,1,50,2,181466,1,2
1,0,31,0,88184,0,0
1,0,34,1,104375,0,0
1,1,51,2,186534,1,2
1,1,46,2,162595,2,2
1,0,33,0,100589,0,0
0,1,52,3,189945,1,2
0,1,55,3,205122,1,2
0,0,35,1,110202,0,0
1,1,35,1,106834,1,1
0,0,30,0,84781,0,0
0,0,34,1,106607,0,0
0,0,27,1,69342,0,0
0,0,28,1,73750,0,0
1,0,26,1,66124,0,0
0,0,35,1,107806,0,0
1,1,59,2,223929,2,2
1,1,49,2,176833,1,2
1,1,56,2,212949,1,2
1,0,43,1,148749,0,0
1,1,45,3,159754,1,2
0,1,50,1,184155,1,2
1,0,34,1,103910,0,0
0,0,25,0,58071,0,0
1,1,49,2,177133,2,2
1,1,57,2,218526,1,2
0,0,33,1,98525,0,0
0,1,61,3,234376,1,2
0,0,41,1,136516,0,0
1,1,47,1,166505,1,2
1,1,51,2,186242,1,2
1,1,51,2,189030,1,2
0,0,33,1,101023,0,0
1,0,36,1,114690,0,0
1,1,43,2,150123,2,2
1,1,34,2,106236,1,0
1,1,53,2,197830,2,2
1,1,41,3,140507,2,2
0,0,35,1,110724,0,0
0,0,32,0,93165,0,0
1,1,46,2,160480,1,2
1,0,23,1,50176,0,0
1,1,63,2,247354,1,2
0,0,28,1,76086,0,0
1,1,42,2,141650,1,0
0,0,33,0,97569,0,0
1,1,65,2,255233,1,2
1,1,52,2,193699,1,2
0,1,41,2,137132,1,2
1,1,52,2,193075,1,2
1,1,53,2,196180,1,2
0,0,52,1,193066,0,0
1,1,44,3,151281,1,2
0,0,44,1,150859,0,0
1,0,34,0,106416,0,0
0,0,44,1,152803,0,0
1,1,55,2,207776,1,2
0,0,31,0,88105,0,0
0,0,37,1,116476,0,0
1,1,49,2,175245,1,2
1,0,29,1,79329,0,1
0,0,31,1,89718,0,0
1,1,48,2,171218,1,2
0,1,42,3,145701,1,2
1,1,52,2,192171,1,0
0,0,36,1,113484,0,0
1,0,29,0,80023,0,0
0,1,64,2,248798,1,0
0,0,29,1,80114,0,0
1,1,41,2,140444,1,2
0,0,39,1,128040,0,0
0,0,30,0,83004,0,0
1,0,28,1,74776,0,0
1,1,49,2,175629,1,0
